Word,Synonyms
expectant,anticipant;anticipative|big;enceinte;gravid;great;large;heavy;with child
expected,expect;anticipate|ask;require;expect|expect;look;await;wait|expect|expect|have a bun in the oven;bear;carry;gestate;expect
expendable,spendable
experienced,experience;see;go through|know;experience;live|experience;receive;have;get|feel;experience|have;experience
experienced,experient
experimental,data-based;observational
expert,adept;good;practiced;proficient;skillful;skilful|technical
expired,run out;expire|die;decease;perish;go;exit;pass away;expire;pass;kick the bucket;cash in one's chips;buy the farm;conk;give-up the ghost;drop dead;pop off;choke;croak;snuff it|exhale;expire;breathe out
explicit,expressed
explicit,denotative
exploded,explode;detonate;blow up;set off|explode;burst|explode|explode;burst forth;break loose|explode|explode|explode|explode|detonate;explode;blow up|explode;irrupt
exploitative,exploitatory;exploitive
exploited,exploit;work|exploit;tap|overwork;exploit
exploited,ill-used;put-upon;used;victimized;victimised
exploratory,explorative
explosive,volatile
exponential,exponential function
exposed,expose|unwrap;disclose;let on;bring out;reveal;discover;expose;divulge;break;give away;let out|expose;exhibit;display|uncover;expose|disclose;expose|queer;expose;scupper;endanger;peril|expose|debunk;expose|expose
exposed,open|uncovered
express,express mail|limited|expressage
express,show;evince|verbalize;verbalise;utter;give tongue to|carry;convey|state|press out;extract
expressed,express;show;evince|express;verbalize;verbalise;utter;give tongue to|carry;convey;express|express;state|express|press out;express;extract|express
expressed,uttered;verbalized;verbalised
expressed,explicit
exquisite,keen|recherche|dainty
extendable,extendible
extended,widen;broaden;extend|run;go;pass;lead;extend|cover;continue;extend|extend;offer|exsert;stretch out;put out;extend;hold out;stretch forth|extend;poke out;reach out|offer;extend|stretch;extend|extend;expand|prolong;protract;extend;draw out|unfold;stretch;stretch out;extend|gallop;extend|extend|strain;extend|extend|carry;extend|extend;stretch
extended,drawn-out;lengthy;prolonged;protracted|elongated;lengthened;prolonged|extensive
extensive,extended|across-the-board;all-embracing;all-encompassing;all-inclusive;blanket;broad;encompassing;panoptic;wide
extenuating,extenuate;palliate;mitigate
exterior,outside|outside
exterminated,exterminate;kill off|uproot;eradicate;extirpate;root out;exterminate
exterminated,annihilated;wiped out
external,extraneous;outside|international;outside
extinct,nonextant
extinct,out
extinguished,snuff out;extinguish|snuff out;blow out;extinguish;quench|stub out;crush out;extinguish;press out|extinguish;eliminate;get rid of;do away with|eliminate;annihilate;extinguish;eradicate;wipe out;decimate;carry off
extortionate,exorbitant;outrageous;steep;unconscionable;usurious
extra,supernumerary;spear carrier|duplicate
extra,excess;redundant;spare;supererogatory;superfluous;supernumerary;surplus|special|additional
extracurricular,adulterous;extramarital
extralegal,nonlegal
extramarital,adulterous;extracurricular
extraneous,immaterial;impertinent;orthogonal|foreign|external;outside
extraordinary,over-the-top;sinful
extraterrestrial,extraterrestrial being;alien
extravagant,excessive;exuberant;overweening|prodigal;profligate;spendthrift
extreme,extreme point;extremum
extreme,utmost;uttermost
extremist,radical;ultra
extrovert,extravert
extrovert,extravert;extroverted;extraverted;extrovertive;extravertive
exuberant,ebullient;high-spirited|excessive;extravagant;overweening|lush;luxuriant;profuse;riotous
eyed,eye;eyeball
fab,fabulous
fabian,Fabian
fabian,Fabian
fabled,legendary
fabricated,manufacture;fabricate;construct|fabricate;manufacture;cook up;make up;invent
fabricated,fancied;fictional;fictitious
fabulous,fab|mythic;mythical;mythologic;mythological
faced,confront;face up;face|confront;face|front;look;face|face|face|confront;face;present|face|face|face
facial,facial nerve;nervus facialis;seventh cranial nerve
factual,actual
faded,fade;melt|fade;wither|evanesce;fade;blow over;pass off;fleet;pass|languish;fade
faded,bleached;washed-out;washy|attenuate;attenuated;weakened
fahrenheit,Fahrenheit;Gabriel Daniel Fahrenheit
fahrenheit,Fahrenheit
failing,weakness|flunk
failing,fail;neglect|fail;go wrong;miscarry|fail;betray|fail;go bad;give way;die;give out;conk out;go;break;break down|fail|fail|fail;flunk;bomb;flush it|fail|fail|fail;run out;give out|fail
faint,swoon;syncope;deliquium
faint,conk;swoon;pass out
faint,weak|dim;shadowy;vague;wispy|feeble|light;swooning;light-headed;lightheaded|fainthearted;timid;faint-hearted
fair,carnival;funfair|bazaar
fair,just
fair,fairish;reasonable|bonny;bonnie;comely;sightly|average;mediocre;middling|clean|honest|fairish
fair,fairly;clean|fairly;evenhandedly
faithful,congregation;fold
faithful,close
fake,sham;postiche|imposter;impostor;pretender;faker;fraud;sham;shammer;pseudo;pseud;role player|juke
fake,forge;counterfeit|fudge;manipulate;falsify;cook;wangle;misrepresent|talk through one's hat;bullshit;bull
fake,bogus;phony;phoney;bastard|false;faux;imitation;simulated
fallacious,unsound|deceitful;fraudulent
fallen,fall|descend;fall;go down;come down|fall|fall;come|precipitate;come down;fall|fall|fall|fall;shine;strike|fall|fall|decrease;diminish;lessen;fall|fall|fall|fall|fall|fall|fall|fall|accrue;fall|fall;light|fall;return;pass;devolve|fall|fall;fall down|fall|hang;fall;flow|fall|fall|fall|fall|fall|fall|fall;descend;settle
fallible,frail;imperfect;weak
falling,fall|descend;fall;go down;come down|fall|fall;come|precipitate;come down;fall|fall|fall|fall;shine;strike|fall|fall|decrease;diminish;lessen;fall|fall|fall|fall|fall|fall|fall|fall|accrue;fall|fall;light|fall;return;pass;devolve|fall|fall;fall down|fall|hang;fall;flow|fall|fall|fall|fall|fall|fall|fall;descend;settle
falling,dropping
false,mistaken|delusive|fake;faux;imitation;simulated|off-key;sour|assumed;fictitious;fictive;pretended;put on;sham|untrue
false,faithlessly;traitorously;treacherously;treasonably
faltering,hesitation;waver;falter
faltering,falter;waver|falter;waver|stumble;falter;bumble|bumble;stutter;stammer;falter
famed,celebrated;far-famed;famous;illustrious;notable;noted;renowned
familiar,companion;comrade;fellow;associate|familiar spirit
familiar,conversant|intimate
famous,celebrated;famed;far-famed;illustrious;notable;noted;renowned
fanatic,fiend
fanatic,fanatical;overzealous;rabid
fanatical,fanatic;overzealous;rabid
fancied,visualize;visualise;envision;project;fancy;see;figure;picture;image|fancy;go for;take to
fancied,fabricated;fictional;fictitious
fanciful,notional|imaginary;notional
fancy,illusion;fantasy;phantasy|fondness;partiality
fancy,visualize;visualise;envision;project;see;figure;picture;image|go for;take to
fanned,fan|fan|fan|winnow;fan
fanned,spread-out
fantastic,antic;fantastical;grotesque|grand;howling;marvelous;marvellous;rattling;terrific;tremendous;wonderful;wondrous|wild|fantastical
fantastical,fantastic|antic;fantastic;grotesque
far,Army for the Liberation of Rwanda;ALIR;Former Armed Forces;FAR;Interahamwe
faraway,far-off
farcical,ludicrous;ridiculous
farfetched,implausible
farming,agriculture;husbandry|land
farming,farm|farm|grow;raise;farm;produce
farming,agrarian;agricultural
farsighted,presbyopic
farsighted,farseeing;foresighted;foresightful;prospicient;long;longsighted
farther,further
farther,further|further|far|far|far|far|far
farthest,farthermost;furthermost;furthest;utmost;uttermost
farthest,furthest|furthest
fascinated,intrigue;fascinate|fascinate;transfix;grip;spellbind|capture;enamour;trance;catch;becharm;enamor;captivate;beguile;charm;fascinate;bewitch;entrance;enchant
fascinated,hypnotized;hypnotised;mesmerized;mesmerised;spellbound;spell-bound;transfixed
fascinating,intrigue;fascinate|fascinate;transfix;grip;spellbind|capture;enamour;trance;catch;becharm;enamor;captivate;beguile;charm;fascinate;bewitch;entrance;enchant
fascinating,absorbing;engrossing;gripping;riveting|bewitching;captivating;enchanting;enthralling;entrancing
fascist,fascistic
fashionable,stylish|stylish
fashioned,fashion;forge
fast,fasting
fast,debauched;degenerate;degraded;dissipated;dissolute;libertine;profligate;riotous|flying;quick|firm;immobile|firm;loyal;truehearted
fast,tight
fastened,fasten;fix;secure|fasten|fasten|tighten;fasten
fastened,buttoned|tied
fat,adipose tissue;fatty tissue|fatness;blubber;avoirdupois
fat,fatten;flesh out;fill out;plump;plump out;fatten out;fatten up
fat,fatty
fat,juicy|fertile;productive;rich
fatal,fateful|black;calamitous;disastrous;fateful|fateful
fatalistic,fatalist
fateful,fatal|foreboding;portentous|black;calamitous;disastrous;fatal|fatal
fatherly,fatherlike
fatigued,tire;pall;weary;fatigue;jade|tire;wear upon;tire out;wear;weary;jade;wear out;outwear;wear down;fag out;fag;fatigue
fatigued,exhausted;dog-tired;fagged;played out;spent;washed-out;worn-out;worn out
fattened,fatten;fat;flesh out;fill out;plump;plump out;fatten out;fatten up
faultless,immaculate;impeccable
faulty,defective|incorrect;wrong
faustian,Faustian
faux,fake;false;imitation;simulated
favorable,favourable|favourable
favorable,golden;favourable;lucky;prosperous|friendly;well-disposed|favourable
favored,prefer;favor;favour|favor;favour|favor;favour|privilege;favor;favour
favored,favorite;favourite;best-loved;pet;preferred;preferent
favorite,favourite|darling;favourite;pet;dearie;deary;ducky|front-runner;favourite
favorite,favourite|favored;favourite;best-loved;pet;preferred;preferent
favourable,favorable|favorable
favourable,favorable|golden;favorable;lucky;prosperous
favourite,front-runner;favorite|darling;favorite;pet;dearie;deary;ducky|favorite
favourite,favorite|favored;favorite;best-loved;pet;preferred;preferent
fawning,fawn;crawl;creep;cringe;cower;grovel|fawn;toady;truckle;bootlick;kowtow;kotow;suck up|fawn
fawning,bootlicking;obsequious;sycophantic;toadyish|bootlicking;sycophantic;toadyish
fazed,faze;unnerve;enervate;unsettle
fazed,bothered;daunted
fearful,awful;dire;direful;dread;dreaded;dreadful;fearsome;frightening;horrendous;horrific;terrible|frightful|timorous;trepid
fearful,cowardly
fearless,unafraid
fearless,audacious;brave;dauntless;hardy;intrepid;unfearing
fearsome,awful;dire;direful;dread;dreaded;dreadful;fearful;frightening;horrendous;horrific;terrible
feasible,executable;practicable;viable;workable
featured,have;feature|sport;feature;boast
febrile,feverish
fecal,faecal
feckless,inept
federal,Federal;Federal soldier;Union soldier|Federal;Fed;federal official
federal,Union;Federal
feebleminded,backward;half-witted;slow-witted
feisty,plucky;spunky|huffy;thin-skinned;touchy
feline,felid
fell,hide|felled seam
fell,drop;strike down;cut down|fly;vanish|fall|descend;fall;go down;come down|fall|fall;come|precipitate;come down;fall|fall|fall|fall;shine;strike|fall|fall|decrease;diminish;lessen;fall|fall|fall|fall|fall|fall|fall|fall|accrue;fall|fall;light|fall;return;pass;devolve|fall|fall;fall down|fall|hang;fall;flow|fall|fall|fall|fall|fall|fall|fall;descend;settle
fell,barbarous;brutal;cruel;roughshod;savage;vicious
felted,felt|felt|felt;felt up;mat up;matt-up;matte up;matte;mat
female,female person
female,distaff
feminine,womanly
feminist,women's rightist;women's liberationist;libber
feral,ferine;savage
ferocious,fierce;furious;savage
fertile,fecund;prolific|prolific|fat;productive;rich
fervent,ardent;fervid;fiery;impassioned;perfervid;torrid|fervid
festive,gay;festal;merry
fetal,foetal
fetching,bring;get;convey;fetch|fetch;bring in;bring|fetch
fetching,taking;winning
feudal,feudalistic
feverish,hectic|feverous
feverish,febrile
fewer,few
fewest,few
fey,touched|elfin
fictional,fabricated;fancied;fictitious
fictitious,fabricated;fancied;fictional|assumed;false;fictive;pretended;put on;sham
fiddling,fiddle;shirk;shrink from;goldbrick|fiddle|fiddle|fiddle|toy;fiddle;diddle;play|tamper;fiddle;monkey|tinker;fiddle
fiddling,footling;lilliputian;little;niggling;piddling;piffling;petty;picayune;trivial
fiduciary,fiducial
fiendish,demonic;diabolic;diabolical;hellish;infernal;satanic;unholy
fierce,ferocious;furious;savage|tearing;vehement;violent;trigger-happy|cutthroat;bowelless|boisterous;rough
fiery,ardent;fervent;fervid;impassioned;perfervid;torrid|igneous|flaming
fifteen,15;XV
fifteen,15;xv
fifteenth,15th
fifth,one-fifth;fifth part;twenty percent
fifth,5th
fifty,50;L|fifty dollar bill
fifty,50;l
fighting,fight;combat;scrap
fighting,contend;fight;struggle|fight;oppose;fight back;fight down;defend|fight;struggle|crusade;fight;press;campaign;push;agitate
fighting,active;combat-ready
figured,calculate;estimate;reckon;count on;figure;forecast|figure;enter|visualize;visualise;envision;project;fancy;see;figure;picture;image|calculate;cipher;cypher;compute;work out;reckon;figure|figure
fijian,Fijian|Fijian
fijian,Fijian
filipino,Filipino|Philippine;Filipino
filipino,Filipino;Philippine
filled,fill;fill up;make full|fill;fill up|occupy;fill|fill;take;occupy|meet;satisfy;fill;fulfill;fulfil|fill|fill up;fill|satiate;sate;replete;fill|fill
filmed,film;shoot;take|film
filthy,foul;nasty|dirty;lousy|cruddy;foul;nasty;smutty
final,final examination;final exam
final,concluding;last;terminal|last;net|last
financial,fiscal
fine,mulct;amercement
fine,ticket
fine,all right;o.k.;ok;okay;hunky-dory
fine,very well;alright;all right;OK|finely;delicately;exquisitely
finer,all right;fine;o.k.;ok;okay;hunky-dory|fine|fine|fine|fine
finer,fine
finicky,finical;fussy;particular;picky
finished,complete;finish|finish up;land up;fetch up;end up;wind up;finish|end;stop;finish;terminate;cease|finish|eat up;finish;polish off|finish
finished,ruined
finnish,Finnish;Suomi
finnish,Finnish
fired,open fire;fire|fire;discharge|fire|displace;fire;give notice;can;dismiss;give the axe;send away;sack;force out;give the sack;terminate|fire;discharge;go off|fire|arouse;elicit;enkindle;kindle;evoke;fire;raise;provoke|burn;fire;burn down|fuel;fire
fired,discharged;dismissed;laid-off;pink-slipped
firm,house;business firm
firm,tauten|tauten
firm,steadfast;steady;stiff;unbendable;unfaltering;unshakable;unwavering|solid|strong|steady;unfluctuating|fast;immobile|loyal;truehearted;fast
firm,firmly;steadfastly;unwaveringly
first,number one|number one;number 1|beginning;commencement;outset;get-go;start;kickoff;starting time;showtime;offset|first base|first-class honours degree|first gear;low gear;low
first,1st|inaugural;initiative;initiatory;maiden|beginning|foremost;world-class
first,firstly;foremost;first of all;first off|for the first time|foremost
firstborn,eldest
firstborn,eldest
firsthand,at first hand
fiscal,financial
fishy,funny;shady;suspect;suspicious
fissile,fissionable
fit,tantrum;scene;conniption|paroxysm;convulsion|burst
fit,suit;accommodate|go|meet;conform to|match;correspond;check;jibe;gibe;tally;agree|equip;fit out;outfit|match
fit,primed;set
fitted,suit;accommodate;fit|fit;go|meet;fit;conform to|fit|fit|match;fit;correspond;check;jibe;gibe;tally;agree|fit|equip;fit;fit out;outfit|match;fit
fitter,healthier|fit;primed;set
fitter,fit|fit
fitting,adjustment;accommodation|appointment|try-on;trying on
fitting,suit;accommodate;fit|fit;go|meet;fit;conform to|fit|fit|match;fit;correspond;check;jibe;gibe;tally;agree|fit|equip;fit;fit out;outfit|match;fit
fitting,meet
five,5;V;cinque;quint;quintet;fivesome;quintuplet;pentad;fin;Phoebe;Little Phoebe|basketball team|five-spot
five,5;v
fivefold,quintuple;five-fold
fixed,repair;mend;fix;bushel;doctor;furbish up;restore;touch on|fasten;fix;secure|specify;set;determine;define;fix;limit|cook;fix;ready;make;prepare|pay back;pay off;get;fix|fix|fix|fixate;fix|sterilize;sterilise;desex;unsex;desexualize;desexualise;fix|fix|situate;fix;posit;deposit|fix;prepare;set up;ready;gear up;set
fixed,set;rigid|frozen
fizzy,fizzing
flabbergasted,flabbergast;boggle;bowl over
flabbergasted,dumbfounded;dumfounded;stupefied;thunderstruck;dumbstruck;dumbstricken
flagging,flag|flag|sag;droop;swag;flag|flag|ease up;ease off;slacken off;flag
flagging,drooping
flagrant,crying;egregious;glaring;gross;rank
flamboyant,royal poinciana;flame tree;peacock flower;Delonix regia;Poinciana regia
flamboyant,showy;splashy|aureate;florid
flaring,flare;flame up;blaze up;burn up|flare out;flare|flare;flame|erupt;irrupt;flare up;flare;break open;burst out
flaring,aflare
flash,flashing|blink of an eye;heartbeat;instant;jiffy;split second;trice;twinkling;wink;New York minute|ostentation;fanfare|flare|news bulletin;newsflash;newsbreak|photoflash;flash lamp;flashgun;flashbulb;flash bulb
flash,blink;wink;twinkle;winkle|flaunt;show off;ostentate;swank|dart;dash;scoot;scud;shoot
flash,brassy;cheap;flashy;garish;gaudy;gimcrack;loud;meretricious;tacky;tatty;tawdry;trashy
flashy,brassy;cheap;flash;garish;gaudy;gimcrack;loud;meretricious;tacky;tatty;tawdry;trashy|gaudy;jazzy;showy;sporty
flat,flatcar;flatbed|flat tire|apartment
flat,level;plane|categoric;categorical;unconditional|prostrate|compressed|bland;flavorless;flavourless;insipid;savorless;savourless;vapid|bland|monotone;monotonic;monotonous|two-dimensional;2-dimensional|mat;matt;matte;matted
flat,directly;straight
flatbottom,flatbottomed
flattened,flatten|flatten;flatten out|flatten;drop
flattened,planate
flattering,flatter;blandish
flawed,flaw;blemish
flawed,blemished
flawless,unflawed
fledged,fledge|fledge;flight|fledge;feather
fledged,mature
fledged,vaned
fledgling,newcomer;fledgeling;starter;neophyte;freshman;newbie;entrant|fledgeling
fledgling,fledgeling|unfledged;callow
fleet,flit;flutter;dart|evanesce;fade;blow over;pass off;pass
fleet,swift
fleeting,flit;flutter;fleet;dart|evanesce;fade;blow over;pass off;fleet;pass
fleeting,fugitive;momentaneous;momentary
flemish,Flemish|Flemish;Flemish dialect
flemish,Flemish
flexible,flexile|compromising;conciliatory
flexible,elastic;pliable;pliant|whippy
flickering,flicker;waver;flitter;flutter;quiver|flicker;flick|flicker;flick
flickering,aflicker
flimsy,onionskin
flimsy,unconvincing
flimsy,fragile;slight;tenuous;thin
flint,Flint;Flint River|Flint
flint,flinty;granitic;obdurate;stony
flip,somersault;somerset;summersault;summerset;somersaulting|toss|pass;toss
flip,toss|throw;switch|flick;thumb;riffle;leaf;riff|twitch|flick|toss;sky;pitch|flip over;turn over|flip out|flip out|interchange;tack;switch;alternate;flip-flop
flip,impudent;insolent;snotty-nosed
floating,natation
floating,float;drift;be adrift;blow|float;swim|float|float|float|float|float|float|float
floating,aimless;drifting;vagabond;vagrant
floaty,buoyant
flooded,deluge;flood;inundate;swamp|flood|flood;oversupply;glut|flood
flooded,afloat;awash;inundated;overflowing
floored,shock;floor;ball over;blow out of the water;take aback|deck;coldcock;dump;knock down;floor
floppy,diskette;floppy disk
floral,flowered
flourishing,boom;thrive;flourish;expand|thrive;prosper;fly high;flourish|brandish;flourish;wave
flourishing,booming;palmy;prospering;prosperous;roaring;thriving
flowery,ornate
flowing,flow
flowing,flow;flux|run;flow;feed;course|flow|flow|hang;fall;flow|flow|menstruate;flow
flowing,streamlined;aerodynamic;sleek
fluctuating,fluctuate|fluctuate;vacillate;waver|fluctuate
fluent,fluid;liquid;smooth|eloquent;facile;silver;silver-tongued;smooth-spoken
fluffy,downy;downlike;flossy
fluid,unstable|runny|fluent;liquid;smooth|liquid|mobile
fluorescent,fluorescent fixture
flush,flower;prime;peak;heyday;bloom;blossom;efflorescence|bloom;blush;rosiness|hot flash|bang;boot;charge;rush;thrill;kick|gush;outpouring|blush
flush,blush;crimson;redden|level;even out;even|scour;purge|sluice
flush,affluent;loaded;moneyed;wealthy
flushed,blush;crimson;flush;redden|flush|flush|flush;level;even out;even|flush;scour;purge|sluice;flush|flush
flushed,rose-cheeked;rosy;rosy-cheeked|crimson;red;reddened;red-faced
flustered,fluster|fluster
flustered,hot and bothered;perturbed;rattled
fly,tent-fly;rainfly;fly sheet;tent flap|fly front|fly ball
fly,wing|aviate;pilot|fell;vanish|flee;take flight|vanish;vaporize
flying,flight
flying,fly;wing|fly|fly;aviate;pilot|fly|fly|fly|fly|fly;fell;vanish|fly|fly|flee;fly;take flight|fly|fly|vanish;fly;vaporize
flying,fast-flying|quick;fast
focused,concentrate;focus;center;centre;pore;rivet|focus|concenter;concentre;focalize;focalise;focus|focus;focalize;focalise|focus;focalize;focalise;sharpen
focused,focussed
focused,focussed
foggy,dazed;groggy;logy;stuporous|bleary;blurred;blurry;fuzzy;hazy;muzzy|brumous;hazy;misty|fogged
foiled,foil|thwart;queer;spoil;scotch;foil;cross;frustrate;baffle;bilk|foil
foiled,defeated;disappointed;discomfited;frustrated;thwarted
folding,protein folding|fold|fold
folding,fold;fold up;turn up|fold|close up;close;fold;shut down;close down|pen up;fold|fold;fold up
folding,foldable;foldaway
folksy,cracker-barrel;homespun
following,followers|pursuit;chase;pursual
following,follow|postdate;follow|follow;fall out|follow;travel along|comply;follow;abide by|follow;come after|follow;conform to|follow|adopt;follow;espouse|follow|take after;follow|trace;follow|watch;observe;follow;watch over;keep an eye on|succeed;come after;follow|play along;accompany;follow|keep up;keep abreast;follow|come;follow|follow|follow|be;follow|surveil;follow;survey|pursue;follow|follow|stick to;stick with;follow
following,undermentioned|next
fond,affectionate;lovesome;tender;warm|adoring;doting|partial
foolhardy,heady;rash;reckless
fooling,fool;gull;befool|fritter;frivol away;dissipate;shoot;fritter away;fool;fool away|gull;dupe;slang;befool;cod;fool;put on;take in;put one over;put one across|horse around;arse around;fool around;fool
fooling,casual
foolish,anserine;dopy;dopey;goosey;goosy;gooselike;jerky
foolproof,goofproof;goof-proof
foolproof,unfailing
footed,foot;pick|foot;leg it;hoof;hoof it|foot;foot up
forbidden,forbid;prohibit;interdict;proscribe;veto;disallow;nix|prevent;forestall;foreclose;preclude;forbid
forbidden,out;prohibited;proscribed;taboo;tabu;verboten
forced,coerce;hale;squeeze;pressure;force|impel;force|push;force|force;thrust|wedge;squeeze;force|force;drive;ram|pull;draw;force|force|storm;force
forced,constrained;strained
forceful,emphatic
forcible,physical;strong-arm
fore,bow;prow;stem
fore,forward
foreboding,premonition;presentiment;boding
foreboding,predict;foretell;prognosticate;call;forebode;anticipate;promise
foreboding,fateful;portentous
foregone,predate;precede;forego;forgo;antecede;antedate|waive;relinquish;forgo;forego;foreswear;dispense with|forfeit;give up;throw overboard;waive;forgo;forego
foregone,bygone;bypast;departed;gone
forehand,forehand stroke;forehand shot
forehand,forehanded
foreign,strange
foreign,alien|extraneous
foremost,first;world-class|frontmost
foremost,first|first;firstly;first of all;first off
foresighted,farseeing;farsighted;foresightful;prospicient;long;longsighted
forested,afforest;forest
forfeit,forfeiture|forfeiture|forfeiture;sacrifice
forfeit,give up;throw overboard;waive;forgo;forego
forfeit,confiscate;forfeited
forfeited,forfeit;give up;throw overboard;waive;forgo;forego
forfeited,confiscate;forfeit
forged,forge;hammer|forge;fake;counterfeit|invent;contrive;devise;excogitate;formulate;forge|forge|forge;spurt;spirt|shape;form;work;mold;mould;forge|fashion;forge
forged,bad
forgetful,unretentive;short|unmindful;mindless
forgetful,oblivious
forgiving,forgive|forgive
forgiving,absolvitory;exonerative
forgotten,forget;bury|forget;block;blank out;draw a blank|forget|forget;leave
forgotten,disregarded
formal,ball|dinner dress;dinner gown;evening gown
formal,conventional;schematic|courtly;stately
formalized,formalize;formalise|validate;formalize;formalise
formalized,formalistic;formalised
formalized,formalised
formative,shaping;plastic
formed,form;organize;organise|form;constitute;make|form;take form;take shape;spring|shape;form|shape;form;work;mold;mould;forge|imprint;form|form
former,erstwhile;old;onetime;one-time;quondam;sometime|late;previous|early;other
formidable,redoubtable;unnerving
formulated,explicate;formulate;develop|invent;contrive;devise;excogitate;formulate;forge|give voice;formulate;word;phrase;articulate|formulate
forte,strong suit;long suit;metier;specialty;speciality;strong point;strength|fortissimo
forte,loud
forte,loudly
forthcoming,extroverted;outgoing|approaching;coming;upcoming
forthright,blunt;candid;frank;free-spoken;outspoken;plainspoken;point-blank;straight-from-the-shoulder
forthright,squarely;forthrightly
fortified,strengthen;beef up;fortify|fortify;fort|arm;build up;fortify;gird|fortify|spike;lace;fortify
fortified,bastioned
fortuitous,causeless;uncaused
fortunate,golden|rosy
forty,40;XL
forty,40;xl;twoscore
forward,send on
forward,advancing;forward-moving
forward,forwards;frontward;frontwards;forrad;forrard|forth;onward|ahead|ahead;onward;onwards;forwards;forrader|fore
fossil,dodo;fogy;fogey
fossilized,fossilize;fossilise|fossilize;fossilise
fossilized,fossilised;ossified
foster,Foster;Stephen Foster;Stephen Collins Foster
foster,further|nurture
foster,surrogate
foul,pollute;contaminate|clog;choke off;clog up;back up;congest;choke|befoul;defile;maculate
foul,disgusting;disgustful;distasteful;loathly;loathsome;repellent;repellant;repelling;revolting;skanky;wicked;yucky|fetid;foetid;foul-smelling;funky;noisome;smelly;stinking;ill-scented|cheating;dirty;unsporting;unsportsmanlike|dirty;marked-up|cruddy;filthy;nasty;smutty|filthy;nasty|afoul;fouled
fouled,foul|pollute;foul;contaminate|clog;choke off;clog up;back up;congest;choke;foul|foul|foul;befoul;defile;maculate|foul|foul
fouled,befouled|afoul;foul
found,establish;set up;launch|establish;plant;constitute;institute|establish;base;ground|find;happen;chance;bump;encounter|detect;observe;find;discover;notice|find;regain|determine;find;find out;ascertain|find;feel|witness;find;see|line up;get hold;come up;find|discover;find|discover;find|find|rule;find|receive;get;find;obtain;incur|find|recover;retrieve;find;regain|find|find oneself;find
four,4;IV;tetrad;quatern;quaternion;quaternary;quaternity;quartet;quadruplet;foursome;Little Joe|four-spot
four,4;iv
fourteen,14;XIV
fourteen,14;xiv
fourteenth,14th
fourth,one-fourth;one-quarter;quarter;fourth part;twenty-five percent;quartern
fourth,4th;quaternary
fourth,fourthly
fractious,refractory;recalcitrant|cranky;irritable;nettlesome;peevish;peckish;pettish;petulant;scratchy;testy;tetchy;techy
fragile,delicate;frail|flimsy;slight;tenuous;thin
fragmented,break up;fragment;fragmentize;fragmentise
fragmented,disconnected;disunited;split
frail,fallible;imperfect;weak|delicate;fragile
framed,frame;frame in;border|frame|ensnare;entrap;frame;set up|frame;redact;cast;put;couch|frame;compose;draw up|frame;frame up
frank,Frank|frankfurter;hotdog;hot dog;dog;wiener;wienerwurst;weenie
frank,postmark
frank,blunt;candid;forthright;free-spoken;outspoken;plainspoken;point-blank;straight-from-the-shoulder
frantic,frenetic;phrenetic;frenzied|delirious;excited;mad;unrestrained
fraternal,biovular|brotherly;brotherlike
fraudulent,deceitful;fallacious
fraught,pregnant
frayed,fray;frazzle|rub;fray;fret;chafe;scratch
freakish,capricious|bizarre;eccentric;freaky;flaky;flakey;gonzo;off-the-wall;outlandish;outre
freckled,freckle|freckle
freckled,lentiginous;lentiginose
free,free people
free,liberate;release;unloose;unloosen;loose|rid;disembarrass|dislodge|exempt;relieve|release|discharge|disengage|absolve;justify|release;relinquish;resign;give up|release;liberate|unblock;unfreeze;release
free,complimentary;costless;gratis;gratuitous|detached|spare|barren;destitute;devoid;innocent|loose;liberal
free,loose
freelance,freelancer;free-lance;free lance;independent;self-employed person
freelance,free-lance;self-employed
freelance,mercenary;free-lance
freewheeling,freewheel;drift|freewheel
freewheeling,carefree;devil-may-care;happy-go-lucky;harum-scarum;slaphappy
french,French|French;French people|French;Daniel Chester French
french,French
french,French;Gallic
frenzied,manic|frantic;frenetic;phrenetic
frequent,patronize;patronise;shop;shop at;buy at;sponsor|haunt
fresh,bracing;brisk;refreshing;refreshful;tonic|new;novel|invigorated;refreshed;reinvigorated|sweet;unfermented|clean|unused|impertinent;impudent;overbold;smart;saucy;sassy;wise
fresh,sweet
fresh,newly;freshly;new
freshman,fresher|newcomer;fledgling;fledgeling;starter;neophyte;newbie;entrant
freshman,first-year
fretted,fuss;niggle;fret|fret|fret|chafe;gall;fret|fret|eat into;fret;rankle;grate|fret|fret|choke;gag;fret|rub;fray;fret;chafe;scratch|erode;eat away;fret|fret;eat away
fretted,interlaced;latticed;latticelike
fried,fry|fry|electrocute;fry
fried,deep-fried
friendly,favorable;well-disposed
frightened,frighten;fright;scare;affright|frighten
frightened,scared|panicky;panicked;panic-stricken;panic-struck;terrified
frightening,terrorization;terrorisation
frightening,frighten;fright;scare;affright|frighten
frightening,awful;dire;direful;dread;dreaded;dreadful;fearful;fearsome;horrendous;horrific;terrible
frightful,atrocious;horrifying;horrible;ugly|terrible;awful;tremendous|fearful
frigid,cold|arctic;gelid;glacial;icy;polar|frosty;frozen;glacial;icy;wintry
frisky,kittenish
front,front end;forepart|battlefront;front line|front man;figurehead;nominal head;straw man;strawman|presence|movement;social movement
front,look;face|breast
frontal,frontlet|facade;frontage
frontal,head-on
frosted,frost;ice|frost|frost|frost
