Word,Synonyms
values,value|value|value;economic value|value|value;time value;note value|value
values,value|prize;value;treasure;appreciate|respect;esteem;value;prize;prise|measure;evaluate;valuate;assess;appraise;value|rate;value
van,avant-garde;vanguard;new wave|vanguard|caravan
vancouver,Vancouver;George Vancouver|Vancouver|Vancouver
vandalism,hooliganism;malicious mischief
vanderbilt,Vanderbilt;Cornelius Vanderbilt;Commodore Vanderbilt
vanessa,Vanessa;genus Vanessa
vanguard,van|avant-garde;van;new wave|forefront;cutting edge
vanishing,disappear;vanish;go away|vanish;disappear;go away|fly;fell;vanish|vanish;disappear|vanish;fly;vaporize
vanity,amour propre;conceit;self-love|emptiness|conceit;conceitedness|dressing table;dresser;toilet table
vantage,advantage
vapor,vapour|vaporization;vaporisation;vapour;evaporation
vapors,blues;blue devils;megrims;vapours|vapor;vapour|vaporization;vaporisation;vapor;vapour;evaporation
vapour,vapor|vaporization;vaporisation;vapor;evaporation
var,volt-ampere
vargas,Vargas;Getulio Dornelles Vargas
variability,variableness;variance|unevenness
variation,fluctuation|variance|version;variant;edition|magnetic declination;magnetic variation|mutant;mutation;sport|pas seul
variety,assortment;mixture;mixed bag;miscellany;miscellanea;salmagundi;smorgasbord;potpourri;motley|diverseness;diversity;multifariousness|variety show|kind;sort;form|change
varna,Varna
varnish,seal
varsity,first team
vassal,liege;liegeman;liege subject;feudatory
vat,VAT;value-added tax;ad valorem tax|tub
vatican,Vatican;Vatican Palace
vaudeville,music hall
vaughan,Vaughan;Sarah Vaughan
vault,burial vault|bank vault|hurdle
vault,overleap
vaulter,pole vaulter;pole jumper
vector,transmitter
veering,swerve;swerving
veering,swerve;sheer;curve;trend;veer;slue;slew;cut|veer
veg,vegetable;veggie
vega,Vega;Lope de Vega;Lope Felix de Vega Carpio|Vega
vegetable,veggie;veg
vegetation,flora;botany
veggie,vegetable;veg
vehicle,fomite
veil,head covering|velum|caul;embryonic membrane|humeral veil
veil,obscure;blot out;obliterate;hide
vein,vena;venous blood vessel|nervure|mineral vein|nervure
vela,Vela|veil;velum|soft palate;velum
velazquez,Velazquez;Diego Rodriguez de Silva y Velazquez
velcro,Velcro
veld,veldt
velocity,speed
vendetta,blood feud
vending,peddling;hawking;vendition
vending,peddle;monger;huckster;hawk;vend;pitch
vendor,seller;marketer;vender;trafficker
veneer,veneering|facing
veneration,fear;reverence;awe|idolatry;devotion;cultism
venezia,Venice;Venezia
venezuela,Venezuela;Republic of Venezuela
vengeance,retribution;payback
venice,Venice;Venezia
venn,Venn;John Venn
venom,malice;maliciousness;spite;spitefulness
vent,venthole;vent-hole;blowhole|volcano|release;outlet
vent,ventilate;give vent|ventilate;air out;air
ventilation,airing|ventilation system;ventilating system|public discussion|breathing;external respiration;respiration
ventilator,breathing device;breathing apparatus;breathing machine
venting,discharge
venting,vent;ventilate;give vent|vent;ventilate;air out;air
venture,speculation
venture,embark|guess;pretend;hazard|hazard;adventure;stake;jeopardize
venturi,Venturi;Robert Venturi;Robert Charles Venturi
venue,locale;locus
venus,Venus|Venus;Urania|Venus;genus Venus
veracruz,Veracruz
verbiage,verbalism|wording;diction;phrasing;phraseology;choice of words
verdict,finding of fact
verge,brink;threshold|brink|scepter;sceptre;wand
verification,confirmation;check;substantiation
vermin,varmint
vermont,Vermont;Green Mountain State;VT
veronica,speedwell
verrazzano,Verrazano;Giovanni da Verrazano;Verrazzano;Giovanni da Verrazzano
versailles,Versailles|Versailles;Palace of Versailles
verse,poetry;poesy|rhyme|verse line
verse,versify;poetize;poetise
version,variant;variation;edition|adaptation|translation;interlingual rendition;rendering|interpretation;reading
vertigo,dizziness;giddiness;lightheadedness
verve,vitality
vespa,Vespa;genus Vespa
vessel,vas|watercraft
vest,waistcoat|singlet;undershirt
vest,invest;enthrone|robe
vestige,trace;tincture;shadow
vet,veterinarian;veterinary;veterinary surgeon|veteran;ex-serviceman
veterinarian,veterinary;veterinary surgeon;vet
veto,blackball;negative|forbid;prohibit;interdict;proscribe;disallow;nix
vhf,hemorrhagic fever;haemorrhagic fever;viral hemorrhagic fever;viral haemorrhagic fever;VHF|very high frequency;VHF
vial,phial;ampule;ampul;ampoule
vibe,vibration
vibes,vibraphone;vibraharp|vibration;vibe
vibration,quiver;quivering|shaking;shakiness;trembling;quiver;quivering;palpitation|oscillation|vibe
vibrio,vibrion
vicarage,parsonage;rectory
vice,frailty
vichy,Vichy
vicinity,locality;neighborhood;neighbourhood;neck of the woods
vicksburg,Vicksburg|Vicksburg;siege of Vicksburg
victim,dupe
victimisation,exploitation;victimization;using
victimization,exploitation;victimisation;using
victor,master;superior|winner
victoria,Victoria;Queen Victoria|Victoria|Victoria;Victoria Falls|Victoria|Victoria;capital of Seychelles|Victoria|Victoria
victory,triumph
vidal,Vidal;Gore Vidal;Eugene Luther Vidal
video,picture|video recording|television;telecasting;TV
videotape,tape
vienna,Vienna;Austrian capital;capital of Austria
vietnam,Vietnam;Socialist Republic of Vietnam;Viet Nam;Annam|Vietnam War;Vietnam
view,position;perspective|aspect;prospect;scene;vista;panorama|survey;sight|eyeshot|opinion;sentiment;persuasion;thought|opinion|scene|horizon;purview
view,see;consider;reckon;regard|consider;look at|watch;see;catch;take in
viewer,spectator;witness;watcher;looker
viewers,viewing audience;TV audience|spectator;witness;viewer;watcher;looker|viewer
viewing,screening;showing|wake
viewing,see;consider;reckon;view;regard|view;consider;look at|watch;view;see;catch;take in
viewpoint,point of view;stand;standpoint|vantage point
vigil,watch|watch
vigilance,watchfulness;wakefulness;alertness|watchfulness;weather eye
vigilante,vigilance man
vigor,energy;vigour;zip|vigour;dynamism;heartiness|energy;muscularity;vigour;vim
vigour,energy;vigor;zip|vigor;dynamism;heartiness|energy;muscularity;vigor;vim
viking,Viking
vila,Port Vila;Vila;capital of Vanuatu
vilification,smear;malignment|abuse;insult;revilement;contumely
villa,Villa;Pancho Villa;Francisco Villa;Doroteo Arango
village,small town;settlement|hamlet|Greenwich Village;Village
villain,scoundrel|baddie
vilnius,Vilnius;Vilna;Vilno;Wilno;capital of Lithuania
vim,energy;vitality|energy;muscularity;vigor;vigour
vindication,exoneration|defense;defence
vineyard,vinery
vino,wine
vintage,time of origin
viola,Viola;genus Viola
violation,misdemeanor;misdemeanour;infraction;infringement|infringement|trespass;encroachment;intrusion;usurpation|irreverence|rape;assault;ravishment
violence,force|ferocity;fierceness;furiousness;fury;vehemence;wildness
violin,fiddle
violinist,fiddler
vip,very important person;VIP;high-up;dignitary;panjandrum;high muckamuck
virgil,Virgil;Vergil;Publius Vergilius Maro
virginia,Virginia;Old Dominion;Old Dominion State;VA|Virginia|Virginia
virility,manfulness;manliness
virtue,virtuousness;moral excellence|merit|chastity;sexual morality
virus,computer virus
vishnu,Vishnu
visibility,visibleness|profile
vision,sight;visual sense;visual modality|visual sensation|imagination;imaginativeness
visit,sojourn
visit,see|travel to|call in;call|inspect|inflict;bring down;impose|chew the fat;shoot the breeze;chat;confabulate;confab;chitchat;chit-chat;chatter;chaffer;natter;gossip;jaw;claver
visitation,trial;tribulation
visiting,visit;see|travel to;visit|visit;call in;call|visit;inspect|inflict;bring down;visit;impose|chew the fat;shoot the breeze;chat;confabulate;confab;chitchat;chit-chat;chatter;chaffer;natter;gossip;jaw;claver;visit|visit|visit
visitor,visitant
visor,vizor|bill;peak;eyeshade;vizor
vista,view;aspect;prospect;scene;panorama
visualization,visual image;visualisation
vitality,verve|energy;vim|life force;vital force;elan vital|animation
vitals,vital organ
vitriol,oil of vitriol;sulfuric acid;sulphuric acid|vituperation;invective
viva,oral;oral exam;oral examination;viva voce
vladivostok,Vladivostok
vocabulary,lexicon;mental lexicon
vocalist,singer;vocalizer;vocaliser
vocation,career;calling|occupational group
vogue,trend;style
voice,vocalization;vocalisation;vocalism;phonation;vox|articulation|spokesperson;interpreter;representative|part
voice,sound;vocalize;vocalise
voicemail,voice mail
voicing,voice|voice;sound;vocalize;vocalise
volatility,unpredictability|excitability;excitableness
volcano,vent
volcanology,vulcanology
volgograd,Volgograd;Stalingrad;Tsaritsyn
volley,fusillade;salvo;burst
volleyball,volleyball game
voltage,electromotive force;emf|electric potential;potential;potential difference;potential drop
voltaire,Voltaire;Arouet;Francois-Marie Arouet
volume,bulk;mass|book|loudness;intensity
vomit,vomitus;puke;barf|emetic;vomitive;nauseant|vomiting;emesis;regurgitation;disgorgement;puking
vomit,vomit up;purge;cast;sick;cat;be sick;disgorge;regorge;retch;puke;barf;spew;spue;chuck;upchuck;honk;regurgitate;throw up
vomiting,vomit;emesis;regurgitation;disgorgement;puking
vomiting,vomit;vomit up;purge;cast;sick;cat;be sick;disgorge;regorge;retch;puke;barf;spew;spue;chuck;upchuck;honk;regurgitate;throw up
voodoo,juju;hoodoo;fetish;fetich|vodoun;voodooism;hoodooism
vortex,whirl;swirl;convolution|whirlpool;maelstrom
vote,ballot;voting;balloting|right to vote;suffrage|voter turnout
voter,elector
voting,vote;ballot;balloting
voting,vote|vote|vote|vote|vote
voucher,verifier|coupon
vow,consecrate
vox,voice;vocalization;vocalisation;vocalism;phonation
voyage,ocean trip
voyage,sail;navigate
voyeur,Peeping Tom;peeper
vulcan,Vulcan
vulgarity,coarseness;commonness;grossness;vulgarism;raunch
vulnerability,exposure
vulture,marauder;predator;piranha
w,tungsten;wolfram;W;atomic number 74|west;due west;westward;W|watt;W|W;double-u
wa,Washington;Evergreen State;WA
waco,Waco
waddle,toddle;coggle;totter;dodder;paddle
wade,Wade;Virginia Wade
waders,wading bird;wader
wading,wade|pack;bundle;wad;compact|jam;jampack;ram;chock up;cram;wad
waffle,hesitate;waver
wag,wit;card|waggle;shake
wag,waggle
wage,pay;earnings;remuneration;salary
wage,engage
wages,reward;payoff|wage;pay;earnings;remuneration;salary
wages,engage;wage|wag;waggle
wagner,Wagner;Otto Wagner|Wagner;Richard Wagner;Wilhelm Richard Wagner|Wagner
wagon,waggon|police van;police wagon;paddy wagon;patrol wagon;black Maria|Big Dipper;Dipper;Plough;Charles's Wain;Wain;Wagon|coaster wagon|beach wagon;station wagon;estate car;beach waggon;station waggon;waggon
waist,waistline|shank
waistband,girdle;cincture;sash;waistcloth
wait,delay;hold;time lag;postponement|waiting
wait,hold off;hold back|expect;look;await|waitress
waite,Waite;Morrison Waite;Morrison R. Waite;Morrison Remick Waite
waiter,server
waitress,wait
waiver,release;discharge
wake,aftermath;backwash|Wake Island;Wake|backwash|viewing
wake,wake up;awake;arouse;awaken;come alive;waken|inflame;stir up;ignite;heat;fire up|awaken;waken;rouse;wake up;arouse
wales,Wales;Cymru;Cambria|wale;welt;weal;wheal|wale;strake
walesa,Walesa;Lech Walesa
walk,walking|base on balls;pass|manner of walking|walkway;paseo|walk of life
walk,take the air
walkaway,runaway;blowout;romp;laugher;shoo-in
walker,Walker;John Walker|Walker;Alice Walker;Alice Malsenior Walker|pedestrian;footer|Zimmer;Zimmer frame|baby-walker;go-cart
walkover,cinch;breeze;picnic;snap;duck soup;child's play;pushover;piece of cake
walkway,walk;paseo
wall,paries|rampart;bulwark
wall,palisade;fence;fence in;surround
wallaby,brush kangaroo
wallace,Wallace;Sir William Wallace|Wallace;Edgar Wallace;Richard Horatio Edgar Wallace|Wallace;Alfred Russel Wallace
waller,Waller;Fats Waller;Thomas Wright Waller
wallet,billfold;notecase;pocketbook
wallflower,Cheiranthus cheiri;Erysimum cheiri
wallop,impact
wallop,whack;wham;whop
wallow,welter|billow|rejoice;triumph
wallpaper,paper
walnut,walnut tree
walter,Walter;Bruno Walter
walton,Walton;William Walton;Sir William Walton;Sir William Turner Walton|Walton;Izaak Walton|Walton;E. T. S. Walton;Ernest Walton;Ernest Thomas Sinton Walton
wanamaker,Wanamaker;John Wanamaker
wand,scepter;sceptre;verge|baton
wane,ebb;ebbing
wane,decline;go down
wannabe,aspirant;aspirer;hopeful;wannabee
want,privation;deprivation;neediness|lack;deficiency|need|wish;wishing
want,desire|need;require
war,warfare|state of war|warfare
ward,hospital ward|Ward;Barbara Ward;Baroness Jackson of Lodsworth|Ward;Mrs. Humphrey Ward;Mary Augusta Arnold Ward|Ward;Montgomery Ward;Aaron Montgomery Ward|cellblock
ward,guard
wardrobe,closet;press
warehouse,storage warehouse
warfare,war|war
warhead,payload;load
warhol,Warhol;Andy Warhol
warhorse,veteran;old-timer;oldtimer;old hand;old stager;stager
wariness,chariness
warmer,heater
warmer,warm|warm|warm
warmer,affectionate;fond;lovesome;tender;warm|strong;warm|quick;warm|ardent;warm|warm|warm|warm
warmth,heat|warmheartedness|warmness|heat;passion|affectionateness;fondness;lovingness
warner,Warner;Charles Dudley Warner
warp,deflection|buckle|warping
warp,falsify;distort;garble|heave;buckle
warplane,military plane
warrant,stock warrant;stock-purchase warrant|sanction;countenance;endorsement;indorsement;imprimatur|guarantee;warrantee;warranty
warrant,justify|guarantee
warranty,guarantee;warrant;warrantee
warren,Warren;Robert Penn Warren|Warren;Earl Warren|rabbit warren|rabbit warren
warsaw,Warszawa;Warsaw;capital of Poland
warship,war vessel;combat ship
warwick,Warwick;Earl of Warwick;Richard Neville;Kingmaker
wash,washing;lavation|dry wash|washout|slipstream;airstream;race;backwash|wash drawing|laundry;washing;washables
wash,rinse|lave|launder|wash out;wash off;wash away|moisten;dampen|lave;lap
washing,wash;lavation|laundry;wash;washables
washing,wash;rinse|wash;lave|wash;launder|wash|wash|wash|wash|wash|wash;wash out;wash off;wash away|wash|moisten;wash;dampen|lave;lap;wash|wash
washington,Washington;Washington D.C.;American capital;capital of the United States|Washington;Evergreen State;WA|Capital;Washington|Washington;George Washington;President Washington|Washington;Booker T. Washington;Booker Taliaferro Washington
wasp,WASP;white Anglo-Saxon Protestant
wastewater,effluent;sewer water
wasting,cachexia;cachexy|atrophy;wasting away
wasting,waste;blow;squander|waste|waste|waste;run off|neutralize;neutralise;liquidate;waste;knock off;do in|consume;squander;waste;ware|pine away;waste;languish|waste;emaciate;macerate|lay waste to;waste;devastate;desolate;ravage;scourge|waste;rot
watch,ticker|vigil|lookout;lookout man;sentinel;sentry;spotter;scout;picket|vigil
watch,observe;follow;watch over;keep an eye on|view;see;catch;take in|look on|look out;watch out|determine;check;find out;see;ascertain;learn
watchdog,guard dog
watching,observation;observance
watching,watch|watch;observe;follow;watch over;keep an eye on|watch;view;see;catch;take in|watch;look on|watch;look out;watch out|watch|determine;check;find out;see;ascertain;watch;learn
water,H2O|body of water|water system;water supply|urine;piss;pee;piddle;weewee
water,irrigate
waterbury,Waterbury
watercolor,water-color;watercolour;water-colour|water-color;watercolour;water-colour|water-color;watercolour;water-colour|water-color;watercolour;water-colour
watercolor,watercolour
watercourse,stream|waterway
waterfall,falls
watergate,Watergate;Watergate scandal
watering,lacrimation;lachrymation;tearing
watering,water;irrigate|water|water|water
waterline,water line;water level
waterloo,Waterloo|Waterloo;Battle of Waterloo
watermelon,watermelon vine;Citrullus vulgaris
waterproofing,sealing
waterproofing,waterproof
waters,Waters;Ethel Waters|amniotic fluid;amnionic fluid|water;H2O|body of water;water|water|water system;water supply;water|urine;piss;pee;piddle;weewee;water|water
waters,water;irrigate|water|water|water
watershed,water parting;divide|river basin;basin;drainage basin;catchment area;catchment basin;drainage area|landmark;turning point
waterway,watercourse
watson,Watson;Thomas Augustus Watson|Watson;John Broadus Watson|Watson;James Watson;James Dewey Watson
watt,W|Watt;James Watt
watts,Watts;Isaac Watts|watt;W|Watt;James Watt
waugh,Waugh;Evelyn Waugh;Evelyn Arthur Saint John Waugh
wave,moving ridge|undulation|waving;wafture|undulation|Wave
wave,beckon|brandish;flourish|roll;undulate;flap|curl
waver,hesitation;falter;faltering|flutter;flicker
waver,hesitate;waffle|falter|falter|fluctuate;vacillate|flicker;flitter;flutter;quiver|weave|quaver
waving,wave;wafture
waving,beckon;wave|brandish;flourish;wave|roll;undulate;flap;wave|curl;wave|wave
wax,mount;climb;rise|full
wayland,Wayland;Wayland the Smith;Wieland
wayne,Wayne;John Wayne;Duke Wayne|Wayne;Anthony Wayne;Mad Anthony Wayne
ways,shipway;slipway|manner;mode;style;way;fashion|means;agency;way|direction;way|way|way;path;way of life|way|way|room;way;elbow room|way|way|way|way
wbc,leukocyte;leucocyte;white blood cell;white cell;white blood corpuscle;white corpuscle;WBC
weakling,doormat;wuss
weakness,failing|helplessness;impuissance
wealth,wealthiness|riches
weapon,arm;weapon system|artillery
weaponry,arms;implements of war;weapons system;munition
wear,clothing;article of clothing;vesture;wearable;habiliment|wearing
wear,have on|bear|wear off;wear out;wear down;wear thin|hold out;endure|break;wear out;bust;fall apart|tire;wear upon;tire out;weary;jade;wear out;outwear;wear down;fag out;fag;fatigue|put on;get into;don;assume
weatherman,weather forecaster
weathervane,weather vane;vane;wind vane
weave,interweave|tissue|waver|wind;thread;meander;wander
weaver,weaverbird;weaver finch
weaving,weave;interweave|weave;tissue|waver;weave|weave;wind;thread;meander;wander
web,entanglement|vane|network|World Wide Web;WWW
web,net
webb,Webb;Beatrice Webb;Martha Beatrice Potter Webb|Webb;Sidney Webb;Sidney James Webb;First Baron Passfield
weber,Wb|Weber;Wilhelm Eduard Weber|Weber;Max Weber|Weber;Max Weber|Weber;Carl Maria von Weber;Baron Karl Maria Friedrich Ernst von Weber|Weber;E. H. Weber;Ernst Heinrich Weber
website,web site;internet site;site
webster,Webster;John Webster|Webster;Daniel Webster|Webster;Noah Webster
wedding,wedding ceremony;nuptials;hymeneals|marriage;marriage ceremony|wedding party
wedding,marry;get married;wed;conjoin;hook up with;get hitched with;espouse|marry;wed;tie;splice
wedge,wedge shape;cuneus|bomber;grinder;hero;hero sandwich;hoagie;hoagy;Cuban sandwich;Italian sandwich;poor boy;sub;submarine;submarine sandwich;torpedo;zep|hacek|wedge heel|chock
wedge,lodge;stick;deposit|squeeze;force
wedlock,marriage;matrimony;union;spousal relationship
wednesday,Wednesday;Midweek;Wed
weed,mourning band|pot;grass;green goddess;dope;gage;sess;sens;smoke;skunk;locoweed;Mary Jane
weeds,widow's weeds|weed|weed;mourning band|pot;grass;green goddess;dope;weed;gage;sess;sens;smoke;skunk;locoweed;Mary Jane
weeds,weed
week,hebdomad|workweek|calendar week
weighing,deliberation;advisement
weighing,weigh|consider;count;weigh|weigh;librate|count;matter;weigh|weigh;press
weight,free weight;exercising weight|weightiness|system of weights|weight unit|weighting
weight,burden;burthen;weight down|slant;angle
weightlessness,lightness
weightlifter,lifter
weightlifting,weightlift
weightlifting,weight-lift;weightlift;press
weil,Weil;Simone Weil|Weil;Andre Weil
weimar,Weimar
weinberg,Weinberg;Steven Weinberg
weirdness,outlandishness;bizarreness
weizmann,Weizmann;Chaim Weizmann;Chaim Azriel Weizmann
welding,weld|weld
welfare,social welfare;public assistance|benefit|wellbeing;well-being;upbeat;eudaemonia;eudaimonia
wellbeing,well-being;welfare;upbeat;eudaemonia;eudaimonia
wellington,Wellington;Duke of Wellington;First Duke of Wellington;Arthur Wellesley;Iron Duke|Wellington;capital of New Zealand|Hessian boot;hessian;jackboot;Wellington;Wellington boot
wellness,health
wells,Wells;H. G. Wells;Herbert George Wells|well|well|well;wellspring;fountainhead|well|well
wells,well;swell
welshman,Welshman;Welsh;Cambrian;Cymry
welter,clutter;jumble;muddle;fuddle;mare's nest;smother
welter,wallow
wembley,Wembley
wen,sebaceous cyst;pilar cyst;steatocystoma
wesley,Wesley;Charles Wesley|Wesley;John Wesley
wessex,Wessex
wester,west wind
wester,west
westminster,Westminster;City of Westminster
weston,Weston;Edward Weston
wetback,greaser;taco
wetter,wetting agent;surfactant;surface-active agent|bedwetter;bed wetter
wetter,wet|wet|wet|wet;lactating
wetter,wet|besotted;blind drunk;blotto;crocked;cockeyed;fuddled;loaded;pie-eyed;pissed;pixilated;plastered;slopped;sloshed;smashed;soaked;soused;sozzled;squiffy;stiff;tight;wet
whack,knock;belt;rap;whang
whack,wham;whop;wallop
whacker,whopper
whale,giant;hulk;heavyweight
whammy,hex;jinx;curse
wharton,Wharton;Edith Wharton;Edith Newbold Jones Wharton
whatnot,bric-a-brac;knickknack;nicknack;knickknackery
wheat,wheat berry|pale yellow;straw
wheatley,Wheatley;Phillis Wheatley
wheel,steering wheel|roulette wheel|rack|bicycle;bike;cycle
wheel,wheel around|wheel around|roll|bicycle;cycle;bike;pedal
wheelbarrow,barrow;garden cart;lawn cart
wheeler,Wheeler;Sir Mortimer Wheeler;Sir Robert Eric Mortimer Wheeler|wheelwright|cyclist;bicyclist;bicycler|wheel horse
wheeling,Wheeling|rolling
wheeling,wheel;wheel around|wheel;wheel around|wheel;roll|bicycle;cycle;bike;pedal;wheel
whelp,pup
whelp,pup
whey,milk whey
whiff,puff;puff of air
whiff,sniff|puff
whim,caprice;impulse|notion;whimsy;whimsey
whimper,whine
whimper,wail;mewl;pule
whimsy,notion;whim;whimsey|flightiness;arbitrariness;whimsicality;whimsey;capriciousness
whine,whimper
whine,snivel|squeak;screech;creak;screak;skreak|grizzle;yammer;yawp
whip,party whip|lash;whiplash
whip,flog;welt;lather;lash;slash;strap;trounce|worst;pip;mop up;rack up|lash|whisk|blister;scald
whiplash,whiplash injury|whip;lash
whippersnapper,jackanapes;lightweight
whipsaw,two-handed saw;two-man saw;lumberman's saw
whirling,gyration
whirling,twirl;swirl;twiddle;whirl|whirl;birl;spin;twirl|eddy;purl;whirlpool;swirl;whirl|spin;spin around;whirl;reel;gyrate|whirl;tumble;whirl around
whirlpool,vortex;maelstrom
whirlpool,eddy;purl;swirl;whirl
whiskers,beard;face fungus|hair's-breadth;hairsbreadth;hair;whisker|whisker;vibrissa;sensory hair
whiskers,bewhisker;whisker
whiskey,whisky
whisky,whiskey
whisper,whispering;susurration;voicelessness|rustle;rustling;whispering
whistle,whistling|whistling|pennywhistle;tin whistle
whistle,sing
whistleblower,whistle blower;whistle-blower
whistler,Whistler;James Abbott McNeill Whistler|hoary marmot;whistling marmot;Marmota caligata|goldeneye;Bucephela clangula|thickhead
whistling,whistle|whistle
whistling,whistle|whistle|whistle|whistle|whistle;sing|whistle
whit,shred;scintilla;iota;tittle;smidgen;smidgeon;smidgin;smidge
whitehall,Whitehall|Whitehall
whitehead,Whitehead;Alfred North Whitehead|milium
whitelash,white backlash
whiteness,white|purity;pureness;sinlessness;innocence
whiteness,whiten;white
whitening,lightening
whitening,whiten;white
whiteout,white out|white-out
whitewash,gloss over;sleek over;hush up
whitey,honky;honkey;honkie
whitman,Whitman;Walt Whitman|Whitman;Marcus Whitman
whitney,Whitney;Eli Whitney|Whitney;Mount Whitney
whiz,ace;adept;champion;sensation;maven;mavin;virtuoso;genius;hotshot;star;superstar;whizz;wizard;wiz
whiz,whizz;whirr;whir;birr;purr
wholesaler,jobber;middleman
whore,prostitute;cocotte;harlot;bawd;tart;cyprian;fancy woman;working girl;sporting lady;lady of pleasure;woman of the street
wichita,Wichita|Wichita|Wichita
wicker,wickerwork;caning
wicket,hoop|wicket door;wicket gate|lattice;grille
widening,broadening|turnout|broadening
widening,widen|let out;widen|widen|widen;broaden;extend
widget,doodad;doohickey;doojigger;gimmick;gizmo;gismo;gubbins;thingamabob;thingumabob;thingmabob;thingamajig;thingumajig;thingmajig;thingummy;whatchamacallit;whatchamacallum;whatsis|appliance;contraption;contrivance;convenience;gadget;gizmo;gismo
widow,widow woman
widower,widowman
width,breadth
wiener,Wiener;Norbert Wiener|frank;frankfurter;hotdog;hot dog;dog;wienerwurst;weenie
wife,married woman
wifi,wireless local area network;WLAN;wireless fidelity;WiFi
wig,wigging
wiggle,wriggle;squirm
wiggle,jiggle;joggle
wight,creature|Wight;Isle of Wight
wilde,Wilde;Oscar Wilde;Oscar Fingal O'Flahertie Wills Wilde
wildebeest,gnu
wilder,Wilder;Thornton Wilder;Thornton Niven Wilder|Wilder;Billy Wilder;Samuel Wilder
wilder,wild|wild;untamed
wilder,wild|wild|violent;wild|baseless;groundless;idle;unfounded;unwarranted;wild|raving mad;wild|hazardous;risky;wild|fantastic;wild|godforsaken;waste;wild|crazy;wild;dotty;gaga|barbarian;barbaric;savage;uncivilized;uncivilised;wild|angry;furious;raging;tempestuous;wild
wilderness,Wilderness|wild
wildflower,wild flower
wildness,abandon|ferocity;fierceness;furiousness;fury;vehemence;violence
wilkes,Wilkes;John Wilkes|Wilkes;Charles Wilkes
wilkins,Wilkins;Roy Wilkins|Wilkins;George Hubert Wilkins|Wilkins;Maurice Wilkins;Maurice Hugh Frederick Wilkins
wilkinson,Wilkinson;Sir Geoffrey Wilkinson
willamette,Willamette;Willamette River
williams,Williams;Hank Williams;Hiram Williams;Hiram King Williams|Williams;Sir Bernard Williams;Bernard Arthur Owen Williams|Williams;William Carlos Williams|Williams;Ted Williams;Theodore Samuel Williams|Williams;Roger Williams|Williams;Tennessee Williams;Thomas Lanier Williams
williamstown,Williamstown
willis,Willis;Thomas Willis
willow,willow tree
willpower,self-control;self-possession;possession;will power;self-command;self-will
wilmington,Wilmington|Wilmington
wilson,Wilson;Harriet Wilson|Wilson;Sir Angus Wilson;Angus Frank Johnstone Wilson|Wilson;Alexander Wilson|Wilson;Robert Woodrow Wilson|Wilson;John Tuzo Wilson|Wilson;James Wilson|Wilson;E. O. Wilson;Edward Osborne Wilson|Wilson;Charles Thomson Rees Wilson|Wilson;Edmund Wilson|Wilson;Woodrow Wilson;Thomas Woodrow Wilson;President Wilson|Wilson;Mount Wilson
wilt,wilt disease|wilting
wilt,droop
wimbledon,Wimbledon
wimp,chicken;crybaby|weakly interacting massive particle;WIMP
win,winnings;profits
win,acquire;gain|gain;advance;pull ahead;make headway;get ahead;gain ground|succeed;come through;bring home the bacon;deliver the goods
wince,flinch
wince,flinch;squinch;funk;cringe;shrink;recoil;quail
winchester,Winchester|Winchester
wind,air current;current of air|malarkey;malarky;idle words;jazz;nothingness|tip;lead;steer;confidential information;hint|wind instrument|fart;farting;flatus;breaking wind|winding;twist
wind,weave;thread;meander;wander|twist;curve|wrap;roll;twine|scent;nose|wind up|wreathe|hoist;lift
windfall,boom;bonanza;gold rush;gravy;godsend;manna from heaven;bunce
window,windowpane
windows,Windows|window|window|window|window|window|windowpane;window|window|window
windshield,windscreen
windsor,Windsor|Windsor;House of Windsor
wine,vino|wine-colored;wine-coloured
winemaker,vintner;wine maker
winemaking,wine making
winery,wine maker
wing,offstage;backstage|flank|fender|annex;annexe;extension
wing,fly
wings,wing|wing|wing;offstage;backstage|wing|flank;wing|wing|wing|wing|wing|fender;wing|annex;annexe;extension;wing
wings,fly;wing
wingspan,wingspread
wink,blink of an eye;flash;heartbeat;instant;jiffy;split second;trice;twinkling;New York minute|blink;eye blink;blinking;winking;nictitation;nictation
wink,flash;blink;twinkle;winkle|blink;nictitate;nictate|blink;blink away
winner,victor|achiever;success;succeeder
winnings,win;profits|winning
winnipeg,Winnipeg|Winnipeg;Lake Winnipeg
winnow,winnowing;sifting
winnow,fan|cull out
winter,wintertime
winter,overwinter
wintera,Pseudowintera;genus Pseudowintera;Wintera;genus Wintera
wintertime,winter
wipe,rub
wipe,pass over
wipeout,destruction;demolition
wire,conducting wire|telegram
wire,cable;telegraph|electrify
wiring,wire|cable;telegraph;wire|wire|wire|electrify;wire
wisconsin,Wisconsin;Wisconsin River|Wisconsin;Badger State;WI
wisdom,wiseness|sapience|wiseness;soundness|Wisdom of Solomon;Wisdom
wish,wishing;want|indirect request|regard;compliments
wish,care;like|wish well|bid
wishing,wish;want
wishing,wish|wish;care;like|wish|wish;wish well|wish|wish;bid
wit,humor;humour;witticism;wittiness|brain;brainpower;learning ability;mental capacity;mentality|wag;card
witch,enchantress|Wiccan|hag;beldam;beldame;crone
witch,hex;bewitch;glamour;enchant;jinx
withdrawal,backdown;climb-down|detachment|coitus interruptus;withdrawal method;pulling out;onanism|secession|drug withdrawal
withers,shrivel;shrivel up;shrink;wither|fade;wither
